,Unnamed: 0,Unnamed: 0.1,review,label,TOKENIZATION,TF,STOPWORD,REVIEW,BERSIH,polarity
588,588,588,good one of the photo spots if  go to padang bagussalah satu spot foto klo lagi wisata ke padang,positif,"['good', 'one', 'of', 'the', 'photo', 'spots', 'if', '', 'go', 'to', 'padang', 'bagussalah', 'satu', 'spot', 'foto', 'klo', 'lagi', 'wisata', 'ke', 'padang']",<FreqDist with 19 samples and 20 outcomes>,"['good', 'one', 'of', 'the', 'photo', 'spots', 'if', '', 'go', 'to', 'padang', 'bagussalah', 'spot', 'foto', 'klo', 'wisata', 'padang']","['good', 'one', 'of', 'the', 'photo', 'spots', 'if', '', 'go', 'to', 'padang', 'bagussalah', 'spot', 'foto', 'klo', 'wisata', 'padang']",good one of the photo spots if  go to padang bagussalah spot foto klo wisata padang,1
589,589,589,the beach is clean there is  photo spot of writing padang too in the afternoon many people sell at the beach the breeze is cool pantainya bersih ada spot foto tulisan padang juga kalau sore banyak orang berjualan di tepi pantai anginnya sejuk,positif,"['the', 'beach', 'is', 'clean', 'there', 'is', '', 'photo', 'spot', 'of', 'writing', 'padang', 'too', 'in', 'the', 'afternoon', 'many', 'people', 'sell', 'at', 'the', 'beach', 'the', 'breeze', 'is', 'cool', 'pantainya', 'bersih', 'ada', 'spot', 'foto', 'tulisan', 'padang', 'juga', 'kalau', 'sore', 'banyak', 'orang', 'berjualan', 'di', 'tepi', 'pantai', 'anginnya', 'sejuk']",<FreqDist with 36 samples and 44 outcomes>,"['the', 'beach', 'is', 'clean', 'there', 'is', '', 'photo', 'spot', 'of', 'writing', 'padang', 'too', 'in', 'the', 'afternoon', 'many', 'people', 'sell', 'at', 'the', 'beach', 'the', 'breeze', 'is', 'cool', 'pantainya', 'bersih', 'spot', 'foto', 'tulisan', 'padang', 'sore', 'orang', 'berjualan', 'tepi', 'pantai', 'anginnya', 'sejuk']","['the', 'beach', 'is', 'clean', 'there', 'is', '', 'photo', 'spot', 'of', 'writing', 'padang', 'too', 'in', 'the', 'afternoon', 'many', 'people', 'sell', 'at', 'the', 'beach', 'the', 'breeze', 'is', 'cool', 'pantai', 'bersih', 'spot', 'foto', 'tulis', 'padang', 'sore', 'orang', 'jual', 'tepi', 'pantai', 'angin', 'sejuk']",the beach is clean there is  photo spot of writing padang too in the afternoon many people sell at the beach the breeze is cool pantai bersih spot foto tulis padang sore orang jual tepi pantai angin sejuk,1
590,590,590,when the sun rises the scenery is very beautiful if the afternoon very crowded visitors especially sundays or holidays ketika matahari terbit sangat indah pemandangannya jika sore sangat ramai pengunjungnya apalagi hari minggu atau hari libur,positif,"['when', 'the', 'sun', 'rises', 'the', 'scenery', 'is', 'very', 'beautiful', 'if', 'the', 'afternoon', 'very', 'crowded', 'visitors', 'especially', 'sundays', 'or', 'holidays', 'ketika', 'matahari', 'terbit', 'sangat', 'indah', 'pemandangannya', 'jika', 'sore', 'sangat', 'ramai', 'pengunjungnya', 'apalagi', 'hari', 'minggu', 'atau', 'hari', 'libur']",<FreqDist with 31 samples and 36 outcomes>,"['when', 'the', 'sun', 'rises', 'the', 'scenery', 'is', 'very', 'beautiful', 'if', 'the', 'afternoon', 'very', 'crowded', 'visitors', 'especially', 'sundays', 'or', 'holidays', 'matahari', 'terbit', 'indah', 'pemandangannya', 'sore', 'ramai', 'pengunjungnya', 'minggu', 'libur']","['when', 'the', 'sun', 'rises', 'the', 'scenery', 'is', 'very', 'beautiful', 'if', 'the', 'afternoon', 'very', 'crowded', 'visitors', 'especially', 'sundays', 'or', 'holidays', 'matahari', 'terbit', 'indah', 'pandang', 'sore', 'ramai', 'unjung', 'minggu', 'libur']",when the sun rises the scenery is very beautiful if the afternoon very crowded visitors especially sundays or holidays matahari terbit indah pandang sore ramai unjung minggu libur,1
591,591,591,beach is cool lots of stones are neatly arranged on the beach lip pantai keren banyak batu yang di susun rapi di bibir pantai,positif,"['beach', 'is', 'cool', 'lots', 'of', 'stones', 'are', 'neatly', 'arranged', 'on', 'the', 'beach', 'lip', 'pantai', 'keren', 'banyak', 'batu', 'yang', 'di', 'susun', 'rapi', 'di', 'bibir', 'pantai']",<FreqDist with 21 samples and 24 outcomes>,"['beach', 'is', 'cool', 'lots', 'of', 'stones', 'are', 'neatly', 'arranged', 'on', 'the', 'beach', 'lip', 'pantai', 'keren', 'batu', 'susun', 'rapi', 'bibir', 'pantai']","['beach', 'is', 'cool', 'lots', 'of', 'stones', 'are', 'neatly', 'arranged', 'on', 'the', 'beach', 'lip', 'pantai', 'keren', 'batu', 'susun', 'rapi', 'bibir', 'pantai']",beach is cool lots of stones are neatly arranged on the beach lip pantai keren batu susun rapi bibir pantai,1
592,592,592,the place is suitable for couples who want to spend time waiting for the sun to set tempat nya cocok bagi pasangan yg ingin menghabiskan waktu untuk menunggu matahari terbenam,positif,"['the', 'place', 'is', 'suitable', 'for', 'couples', 'who', 'want', 'to', 'spend', 'time', 'waiting', 'for', 'the', 'sun', 'to', 'set', 'tempat', 'nya', 'cocok', 'bagi', 'pasangan', 'yg', 'ingin', 'menghabiskan', 'waktu', 'untuk', 'menunggu', 'matahari', 'terbenam']",<FreqDist with 27 samples and 30 outcomes>,"['the', 'place', 'is', 'suitable', 'for', 'couples', 'who', 'want', 'to', 'spend', 'time', 'waiting', 'for', 'the', 'sun', 'to', 'set', 'nya', 'cocok', 'pasangan', 'yg', 'menghabiskan', 'menunggu', 'matahari', 'terbenam']","['the', 'place', 'is', 'suitable', 'for', 'couples', 'who', 'want', 'to', 'spend', 'time', 'waiting', 'for', 'the', 'sun', 'to', 'set', 'nya', 'cocok', 'pasang', 'yg', 'habis', 'tunggu', 'matahari', 'benam']",the place is suitable for couples who want to spend time waiting for the sun to set nya cocok pasang yg habis tunggu matahari benam,1
593,593,593,the locals have  relaxing place it is not suitable for bathingfor more local food and beverage products tempat bersantai penduduk tempatantidak sesuai utk bermandi mandabermacam jualan makanan minuman buahan pakaian dan hasil laut tempatan,positif,"['the', 'locals', 'have', '', 'relaxing', 'place', 'it', 'is', 'not', 'suitable', 'for', 'bathingfor', 'more', 'local', 'food', 'and', 'beverage', 'products', 'tempat', 'bersantai', 'penduduk', 'tempatantidak', 'sesuai', 'utk', 'bermandi', 'mandabermacam', 'jualan', 'makanan', 'minuman', 'buahan', 'pakaian', 'dan', 'hasil', 'laut', 'tempatan']",<FreqDist with 35 samples and 35 outcomes>,"['the', 'locals', 'have', '', 'relaxing', 'place', 'it', 'is', 'not', 'suitable', 'for', 'bathingfor', 'more', 'local', 'food', 'and', 'beverage', 'products', 'bersantai', 'penduduk', 'tempatantidak', 'sesuai', 'utk', 'bermandi', 'mandabermacam', 'jualan', 'makanan', 'minuman', 'buahan', 'pakaian', 'hasil', 'laut', 'tempatan']","['the', 'locals', 'have', '', 'relaxing', 'place', 'it', 'is', 'not', 'suitable', 'for', 'bathingfor', 'more', 'local', 'food', 'and', 'beverage', 'products', 'santa', 'duduk', 'tempatantidak', 'sesuai', 'utk', 'mandi', 'mandabermacam', 'jual', 'makan', 'minum', 'buah', 'pakai', 'hasil', 'laut', 'tempat']",the locals have  relaxing place it is not suitable for bathingfor more local food and beverage products santa duduk tempatantidak sesuai utk mandi mandabermacam jual makan minum buah pakai hasil laut tempat,1
594,594,594, wonderful place on the padang beach with new buildings after the earthquake  few years ago luar biasa tempat indah di pantai padang dengan bangunan baru setelah terjadinya gempa beberapa tahun lalu,positif,"['', 'wonderful', 'place', 'on', 'the', 'padang', 'beach', 'with', 'new', 'buildings', 'after', 'the', 'earthquake', '', 'few', 'years', 'ago', 'luar', 'biasa', 'tempat', 'indah', 'di', 'pantai', 'padang', 'dengan', 'bangunan', 'baru', 'setelah', 'terjadinya', 'gempa', 'beberapa', 'tahun', 'lalu']",<FreqDist with 30 samples and 33 outcomes>,"['', 'wonderful', 'place', 'on', 'the', 'padang', 'beach', 'with', 'new', 'buildings', 'after', 'the', 'earthquake', '', 'few', 'years', 'ago', 'indah', 'pantai', 'padang', 'bangunan', 'gempa']","['', 'wonderful', 'place', 'on', 'the', 'padang', 'beach', 'with', 'new', 'buildings', 'after', 'the', 'earthquake', '', 'few', 'years', 'ago', 'indah', 'pantai', 'padang', 'bangun', 'gempa']", wonderful place on the padang beach with new buildings after the earthquake  few years ago indah pantai padang bangun gempa,1
595,595,595,very suitable for  place to remember cocok banget buat tempat mengenang,positif,"['very', 'suitable', 'for', '', 'place', 'to', 'remember', 'cocok', 'banget', 'buat', 'tempat', 'mengenang']",<FreqDist with 12 samples and 12 outcomes>,"['very', 'suitable', 'for', '', 'place', 'to', 'remember', 'cocok', 'banget', 'mengenang']","['very', 'suitable', 'for', '', 'place', 'to', 'remember', 'cocok', 'banget', 'kenang']",very suitable for  place to remember cocok banget kenang,1
596,596,596,its fun to hang out late in the afternoon until late at night lots of typical padang snacks relaxing and relaxing on the sand seru nih buat nongkrong sore sore sampe malem banyak jajanan khas padang santai santai diatas pasir,negatif,"['its', 'fun', 'to', 'hang', 'out', 'late', 'in', 'the', 'afternoon', 'until', 'late', 'at', 'night', 'lots', 'of', 'typical', 'padang', 'snacks', 'relaxing', 'and', 'relaxing', 'on', 'the', 'sand', 'seru', 'nih', 'buat', 'nongkrong', 'sore', 'sore', 'sampe', 'malem', 'banyak', 'jajanan', 'khas', 'padang', 'santai', 'santai', 'diatas', 'pasir']",<FreqDist with 34 samples and 40 outcomes>,"['its', 'fun', 'to', 'hang', 'out', 'late', 'in', 'the', 'afternoon', 'until', 'late', 'at', 'night', 'lots', 'of', 'typical', 'padang', 'snacks', 'relaxing', 'and', 'relaxing', 'on', 'the', 'sand', 'seru', 'nih', 'nongkrong', 'sore', 'sore', 'sampe', 'malem', 'jajanan', 'khas', 'padang', 'santai', 'santai', 'diatas', 'pasir']","['its', 'fun', 'to', 'hang', 'out', 'late', 'in', 'the', 'afternoon', 'until', 'late', 'at', 'night', 'lots', 'of', 'typical', 'padang', 'snacks', 'relaxing', 'and', 'relaxing', 'on', 'the', 'sand', 'seru', 'nih', 'nongkrong', 'sore', 'sore', 'sampe', 'malem', 'jajan', 'khas', 'padang', 'santai', 'santai', 'atas', 'pasir']",its fun to hang out late in the afternoon until late at night lots of typical padang snacks relaxing and relaxing on the sand seru nih nongkrong sore sore sampe malem jajan khas padang santai santai atas pasir,-1
597,597,597,very good in the city center bagus banget dipusat kota,positif,"['very', 'good', 'in', 'the', 'city', 'center', 'bagus', 'banget', 'dipusat', 'kota']",<FreqDist with 10 samples and 10 outcomes>,"['very', 'good', 'in', 'the', 'city', 'center', 'bagus', 'banget', 'dipusat', 'kota']","['very', 'good', 'in', 'the', 'city', 'center', 'bagus', 'banget', 'pusat', 'kota']",very good in the city center bagus banget pusat kota,1
598,598,598,location in the city center and by the roadside easy to reach good taste the food is not good lokasi di pusat kota dan di tepi jalan mudah dijangkau suasa enak makanannya kurang enak,positif,"['location', 'in', 'the', 'city', 'center', 'and', 'by', 'the', 'roadside', 'easy', 'to', 'reach', 'good', 'taste', 'the', 'food', 'is', 'not', 'good', 'lokasi', 'di', 'pusat', 'kota', 'dan', 'di', 'tepi', 'jalan', 'mudah', 'dijangkau', 'suasa', 'enak', 'makanannya', 'kurang', 'enak']",<FreqDist with 29 samples and 34 outcomes>,"['location', 'in', 'the', 'city', 'center', 'and', 'by', 'the', 'roadside', 'easy', 'to', 'reach', 'good', 'taste', 'the', 'food', 'is', 'not', 'good', 'lokasi', 'pusat', 'kota', 'tepi', 'jalan', 'mudah', 'dijangkau', 'suasa', 'enak', 'makanannya', 'enak']","['location', 'in', 'the', 'city', 'center', 'and', 'by', 'the', 'roadside', 'easy', 'to', 'reach', 'good', 'taste', 'the', 'food', 'is', 'not', 'good', 'lokasi', 'pusat', 'kota', 'tepi', 'jalan', 'mudah', 'jangkau', 'suasa', 'enak', 'makan', 'enak']",location in the city center and by the roadside easy to reach good taste the food is not good lokasi pusat kota tepi jalan mudah jangkau suasa enak makan enak,1
599,599,599,beautiful beach but the food is less varied it needs to be improved quality and type of food sold on the beach pantai yang indah tapi makanannya kurang bervariasi perlu ditingkatkan lagi kwalitas dan jenis makanan yang dijual di pantai,positif,"['beautiful', 'beach', 'but', 'the', 'food', 'is', 'less', 'varied', 'it', 'needs', 'to', 'be', 'improved', 'quality', 'and', 'type', 'of', 'food', 'sold', 'on', 'the', 'beach', 'pantai', 'yang', 'indah', 'tapi', 'makanannya', 'kurang', 'bervariasi', 'perlu', 'ditingkatkan', 'lagi', 'kwalitas', 'dan', 'jenis', 'makanan', 'yang', 'dijual', 'di', 'pantai']",<FreqDist with 35 samples and 40 outcomes>,"['beautiful', 'beach', 'but', 'the', 'food', 'is', 'less', 'varied', 'it', 'needs', 'to', 'be', 'improved', 'quality', 'and', 'type', 'of', 'food', 'sold', 'on', 'the', 'beach', 'pantai', 'indah', 'makanannya', 'bervariasi', 'ditingkatkan', 'kwalitas', 'jenis', 'makanan', 'dijual', 'pantai']","['beautiful', 'beach', 'but', 'the', 'food', 'is', 'less', 'varied', 'it', 'needs', 'to', 'be', 'improved', 'quality', 'and', 'type', 'of', 'food', 'sold', 'on', 'the', 'beach', 'pantai', 'indah', 'makan', 'variasi', 'tingkat', 'kwalitas', 'jenis', 'makan', 'jual', 'pantai']",beautiful beach but the food is less varied it needs to be improved quality and type of food sold on the beach pantai indah makan variasi tingkat kwalitas jenis makan jual pantai,1
600,600,600,the beach is good especially if it is used for afternoon sports or just taking  leisurely ride on  motorbike or bicycle because if the afternoon air is fast because of the sea breeze keep on hunting for good,positif,"['the', 'beach', 'is', 'good', 'especially', 'if', 'it', 'is', 'used', 'for', 'afternoon', 'sports', 'or', 'just', 'taking', '', 'leisurely', 'ride', 'on', '', 'motorbike', 'or', 'bicycle', 'because', 'if', 'the', 'afternoon', 'air', 'is', 'fast', 'because', 'of', 'the', 'sea', 'breeze', 'keep', 'on', 'hunting', 'for', 'good']",<FreqDist with 28 samples and 40 outcomes>,"['the', 'beach', 'is', 'good', 'especially', 'if', 'it', 'is', 'used', 'for', 'afternoon', 'sports', 'or', 'just', 'taking', '', 'leisurely', 'ride', 'on', '', 'motorbike', 'or', 'bicycle', 'because', 'if', 'the', 'afternoon', 'air', 'is', 'fast', 'because', 'of', 'the', 'sea', 'breeze', 'keep', 'on', 'hunting', 'for', 'good']","['the', 'beach', 'is', 'good', 'especially', 'if', 'it', 'is', 'used', 'for', 'afternoon', 'sports', 'or', 'just', 'taking', '', 'leisurely', 'ride', 'on', '', 'motorbike', 'or', 'bicycle', 'because', 'if', 'the', 'afternoon', 'air', 'is', 'fast', 'because', 'of', 'the', 'sea', 'breeze', 'keep', 'on', 'hunting', 'for', 'good']",the beach is good especially if it is used for afternoon sports or just taking  leisurely ride on  motorbike or bicycle because if the afternoon air is fast because of the sea breeze keep on hunting for good,1
601,601,601,pretty good lots of grilled corn sellers young coconut ice on the beach cukup bagus banyak penjual jagung bakar es kelapa muda di tepi pantai,positif,"['pretty', 'good', 'lots', 'of', 'grilled', 'corn', 'sellers', 'young', 'coconut', 'ice', 'on', 'the', 'beach', 'cukup', 'bagus', 'banyak', 'penjual', 'jagung', 'bakar', 'es', 'kelapa', 'muda', 'di', 'tepi', 'pantai']",<FreqDist with 25 samples and 25 outcomes>,"['pretty', 'good', 'lots', 'of', 'grilled', 'corn', 'sellers', 'young', 'coconut', 'ice', 'on', 'the', 'beach', 'bagus', 'penjual', 'jagung', 'bakar', 'es', 'kelapa', 'muda', 'tepi', 'pantai']","['pretty', 'good', 'lots', 'of', 'grilled', 'corn', 'sellers', 'young', 'coconut', 'ice', 'on', 'the', 'beach', 'bagus', 'jual', 'jagung', 'bakar', 'es', 'kelapa', 'muda', 'tepi', 'pantai']",pretty good lots of grilled corn sellers young coconut ice on the beach bagus jual jagung bakar es kelapa muda tepi pantai,1
602,602,602,beautiful place to see sunset but here there is no beach there are only docks to the sea tempat yg indah untuk melihat sunset namun disini tidak ada pantai hanya terdapat dermaga ke arah laut,positif,"['beautiful', 'place', 'to', 'see', 'sunset', 'but', 'here', 'there', 'is', 'no', 'beach', 'there', 'are', 'only', 'docks', 'to', 'the', 'sea', 'tempat', 'yg', 'indah', 'untuk', 'melihat', 'sunset', 'namun', 'disini', 'tidak', 'ada', 'pantai', 'hanya', 'terdapat', 'dermaga', 'ke', 'arah', 'laut']",<FreqDist with 32 samples and 35 outcomes>,"['beautiful', 'place', 'to', 'see', 'sunset', 'but', 'here', 'there', 'is', 'no', 'beach', 'there', 'are', 'only', 'docks', 'to', 'the', 'sea', 'yg', 'indah', 'sunset', 'pantai', 'dermaga', 'arah', 'laut']","['beautiful', 'place', 'to', 'see', 'sunset', 'but', 'here', 'there', 'is', 'no', 'beach', 'there', 'are', 'only', 'docks', 'to', 'the', 'sea', 'yg', 'indah', 'sunset', 'pantai', 'dermaga', 'arah', 'laut']",beautiful place to see sunset but here there is no beach there are only docks to the sea yg indah sunset pantai dermaga arah laut,1
603,603,603,the buskers are too many and blubbering stops singing before we give it pengamen nya terlalu bnyak dan gabakalan berhenti nyanyi sebelum kita kasih,positif,"['the', 'buskers', 'are', 'too', 'many', 'and', 'blubbering', 'stops', 'singing', 'before', 'we', 'give', 'it', 'pengamen', 'nya', 'terlalu', 'bnyak', 'dan', 'gabakalan', 'berhenti', 'nyanyi', 'sebelum', 'kita', 'kasih']",<FreqDist with 24 samples and 24 outcomes>,"['the', 'buskers', 'are', 'too', 'many', 'and', 'blubbering', 'stops', 'singing', 'before', 'we', 'give', 'it', 'pengamen', 'nya', 'bnyak', 'gabakalan', 'berhenti', 'nyanyi', 'kasih']","['the', 'buskers', 'are', 'too', 'many', 'and', 'blubbering', 'stops', 'singing', 'before', 'we', 'give', 'it', 'amen', 'nya', 'bnyak', 'gabakalan', 'henti', 'nyanyi', 'kasih']",the buskers are too many and blubbering stops singing before we give it amen nya bnyak gabakalan henti nyanyi kasih,1
604,604,604,hopefully the beauty and neatness of the beach are always maintained the better the future and the more beloved by the people of padang semoga keindahan dan kerapian pantai selalu,positif,"['hopefully', 'the', 'beauty', 'and', 'neatness', 'of', 'the', 'beach', 'are', 'always', 'maintained', 'the', 'better', 'the', 'future', 'and', 'the', 'more', 'beloved', 'by', 'the', 'people', 'of', 'padang', 'semoga', 'keindahan', 'dan', 'kerapian', 'pantai', 'selalu']",<FreqDist with 23 samples and 30 outcomes>,"['hopefully', 'the', 'beauty', 'and', 'neatness', 'of', 'the', 'beach', 'are', 'always', 'maintained', 'the', 'better', 'the', 'future', 'and', 'the', 'more', 'beloved', 'by', 'the', 'people', 'of', 'padang', 'semoga', 'keindahan', 'kerapian', 'pantai']","['hopefully', 'the', 'beauty', 'and', 'neatness', 'of', 'the', 'beach', 'are', 'always', 'maintained', 'the', 'better', 'the', 'future', 'and', 'the', 'more', 'beloved', 'by', 'the', 'people', 'of', 'padang', 'moga', 'indah', 'rapi', 'pantai']",hopefully the beauty and neatness of the beach are always maintained the better the future and the more beloved by the people of padang moga indah rapi pantai,1
605,605,605,really suitable to spend time with family here cocok banget habisin waktu bersama keluargaa disinii,positif,"['really', 'suitable', 'to', 'spend', 'time', 'with', 'family', 'here', 'cocok', 'banget', 'habisin', 'waktu', 'bersama', 'keluargaa', 'disinii']",<FreqDist with 15 samples and 15 outcomes>,"['really', 'suitable', 'to', 'spend', 'time', 'with', 'family', 'here', 'cocok', 'banget', 'habisin', 'keluargaa', 'disinii']","['really', 'suitable', 'to', 'spend', 'time', 'with', 'family', 'here', 'cocok', 'banget', 'habisin', 'keluargaa', 'sini']",really suitable to spend time with family here cocok banget habisin keluargaa sini,1
606,606,606,lots of trash banyak sampah nyaaa,positif,"['lots', 'of', 'trash', 'banyak', 'sampah', 'nyaaa']",<FreqDist with 6 samples and 6 outcomes>,"['lots', 'of', 'trash', 'sampah', 'nyaaa']","['lots', 'of', 'trash', 'sampah', 'nyaaa']",lots of trash sampah nyaaa,1
607,607,607,beautiful beach to relax  dont like street vendors selling on sidewalks on foot trips so to walk on the roadside cantik pantai nya untuk bersantai yang saya kurang suka pedagang kaki lima jualan di trotoar perjalanan kaki jadi untuk yang jalan kaki ber jalan di pinggir jalannya,positif,"['beautiful', 'beach', 'to', 'relax', '', 'dont', 'like', 'street', 'vendors', 'selling', 'on', 'sidewalks', 'on', 'foot', 'trips', 'so', 'to', 'walk', 'on', 'the', 'roadside', 'cantik', 'pantai', 'nya', 'untuk', 'bersantai', 'yang', 'saya', 'kurang', 'suka', 'pedagang', 'kaki', 'lima', 'jualan', 'di', 'trotoar', 'perjalanan', 'kaki', 'jadi', 'untuk', 'yang', 'jalan', 'kaki', 'ber', 'jalan', 'di', 'pinggir', 'jalannya']",<FreqDist with 39 samples and 48 outcomes>,"['beautiful', 'beach', 'to', 'relax', '', 'dont', 'like', 'street', 'vendors', 'selling', 'on', 'sidewalks', 'on', 'foot', 'trips', 'so', 'to', 'walk', 'on', 'the', 'roadside', 'cantik', 'pantai', 'nya', 'bersantai', 'suka', 'pedagang', 'kaki', 'jualan', 'trotoar', 'perjalanan', 'kaki', 'jalan', 'kaki', 'ber', 'jalan', 'pinggir', 'jalannya']","['beautiful', 'beach', 'to', 'relax', '', 'dont', 'like', 'street', 'vendors', 'selling', 'on', 'sidewalks', 'on', 'foot', 'trips', 'so', 'to', 'walk', 'on', 'the', 'roadside', 'cantik', 'pantai', 'nya', 'santa', 'suka', 'dagang', 'kaki', 'jual', 'trotoar', 'jalan', 'kaki', 'jalan', 'kaki', 'ber', 'jalan', 'pinggir', 'jalan']",beautiful beach to relax  dont like street vendors selling on sidewalks on foot trips so to walk on the roadside cantik pantai nya santa suka dagang kaki jual trotoar jalan kaki jalan kaki ber jalan pinggir jalan,1
608,608,608,beautiful beach at dusk indahnya pantai dikala senja,positif,"['beautiful', 'beach', 'at', 'dusk', 'indahnya', 'pantai', 'dikala', 'senja']",<FreqDist with 8 samples and 8 outcomes>,"['beautiful', 'beach', 'at', 'dusk', 'indahnya', 'pantai', 'dikala', 'senja']","['beautiful', 'beach', 'at', 'dusk', 'indah', 'pantai', 'kala', 'senja']",beautiful beach at dusk indah pantai kala senja,1
609,609,609,mamayooo its beautiful when its morning mamayooo indah sekali ketika pagi hari,positif,"['mamayooo', 'its', 'beautiful', 'when', 'its', 'morning', 'mamayooo', 'indah', 'sekali', 'ketika', 'pagi', 'hari']",<FreqDist with 10 samples and 12 outcomes>,"['mamayooo', 'its', 'beautiful', 'when', 'its', 'morning', 'mamayooo', 'indah', 'pagi']","['mamayooo', 'its', 'beautiful', 'when', 'its', 'morning', 'mamayooo', 'indah', 'pagi']",mamayooo its beautiful when its morning mamayooo indah pagi,1
610,610,610,not suitable if you want to play water on the beach suitable for sitting and enjoying the sea view kurang cocok kalo mau maen air dipinggir pantaicocoknya untuk duduk santai menikmati pemandangan laut,positif,"['not', 'suitable', 'if', 'you', 'want', 'to', 'play', 'water', 'on', 'the', 'beach', 'suitable', 'for', 'sitting', 'and', 'enjoying', 'the', 'sea', 'view', 'kurang', 'cocok', 'kalo', 'mau', 'maen', 'air', 'dipinggir', 'pantaicocoknya', 'untuk', 'duduk', 'santai', 'menikmati', 'pemandangan', 'laut']",<FreqDist with 31 samples and 33 outcomes>,"['not', 'suitable', 'if', 'you', 'want', 'to', 'play', 'water', 'on', 'the', 'beach', 'suitable', 'for', 'sitting', 'and', 'enjoying', 'the', 'sea', 'view', 'cocok', 'kalo', 'maen', 'air', 'dipinggir', 'pantaicocoknya', 'duduk', 'santai', 'menikmati', 'pemandangan', 'laut']","['not', 'suitable', 'if', 'you', 'want', 'to', 'play', 'water', 'on', 'the', 'beach', 'suitable', 'for', 'sitting', 'and', 'enjoying', 'the', 'sea', 'view', 'cocok', 'kalo', 'maen', 'air', 'pinggir', 'pantaicocoknya', 'duduk', 'santai', 'nikmat', 'pandang', 'laut']",not suitable if you want to play water on the beach suitable for sitting and enjoying the sea view cocok kalo maen air pinggir pantaicocoknya duduk santai nikmat pandang laut,1
611,611,611,there are thugs who ask for money on the grounds of parking  hope the city government of padang knows this and immediately resolves it so that other visitors can enjoy the beauty of the padang coast without being,positif,"['there', 'are', 'thugs', 'who', 'ask', 'for', 'money', 'on', 'the', 'grounds', 'of', 'parking', '', 'hope', 'the', 'city', 'government', 'of', 'padang', 'knows', 'this', 'and', 'immediately', 'resolves', 'it', 'so', 'that', 'other', 'visitors', 'can', 'enjoy', 'the', 'beauty', 'of', 'the', 'padang', 'coast', 'without', 'being']",<FreqDist with 33 samples and 39 outcomes>,"['there', 'are', 'thugs', 'who', 'ask', 'for', 'money', 'on', 'the', 'grounds', 'of', 'parking', '', 'hope', 'the', 'city', 'government', 'of', 'padang', 'knows', 'this', 'and', 'immediately', 'resolves', 'it', 'so', 'that', 'other', 'visitors', 'can', 'enjoy', 'the', 'beauty', 'of', 'the', 'padang', 'coast', 'without', 'being']","['there', 'are', 'thugs', 'who', 'ask', 'for', 'money', 'on', 'the', 'grounds', 'of', 'parking', '', 'hope', 'the', 'city', 'government', 'of', 'padang', 'knows', 'this', 'and', 'immediately', 'resolves', 'it', 'so', 'that', 'other', 'visitors', 'can', 'enjoy', 'the', 'beauty', 'of', 'the', 'padang', 'coast', 'without', 'being']",there are thugs who ask for money on the grounds of parking  hope the city government of padang knows this and immediately resolves it so that other visitors can enjoy the beauty of the padang coast without being,1
612,612,612,one of the beaches of many beaches in the city of padang west sumatra visit here preferably in the afternoon while watching the twilight or at night while hunting for culinary or all early in the morning while,positif,"['one', 'of', 'the', 'beaches', 'of', 'many', 'beaches', 'in', 'the', 'city', 'of', 'padang', 'west', 'sumatra', 'visit', 'here', 'preferably', 'in', 'the', 'afternoon', 'while', 'watching', 'the', 'twilight', 'or', 'at', 'night', 'while', 'hunting', 'for', 'culinary', 'or', 'all', 'early', 'in', 'the', 'morning', 'while']",<FreqDist with 26 samples and 38 outcomes>,"['one', 'of', 'the', 'beaches', 'of', 'many', 'beaches', 'in', 'the', 'city', 'of', 'padang', 'west', 'sumatra', 'visit', 'here', 'preferably', 'in', 'the', 'afternoon', 'while', 'watching', 'the', 'twilight', 'or', 'at', 'night', 'while', 'hunting', 'for', 'culinary', 'or', 'all', 'early', 'in', 'the', 'morning', 'while']","['one', 'of', 'the', 'beaches', 'of', 'many', 'beaches', 'in', 'the', 'city', 'of', 'padang', 'west', 'sumatra', 'visit', 'here', 'preferably', 'in', 'the', 'afternoon', 'while', 'watching', 'the', 'twilight', 'or', 'at', 'night', 'while', 'hunting', 'for', 'culinary', 'or', 'all', 'early', 'in', 'the', 'morning', 'while']",one of the beaches of many beaches in the city of padang west sumatra visit here preferably in the afternoon while watching the twilight or at night while hunting for culinary or all early in the morning while,1
